Product ID,ERP Product Family,Product Description,Product Bulletin ID,Product Bulletin URL,End of Sale Date,End of Security/Vulnerability ,Last Date of Support
WS-X4748-RJ45V+E,C4500,^Catalyst 4500E 48-Port PoE 802.3at 10/100/1000(RJ45),EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X4748-SFP-E,C4500,^Catalyst 4500 E-Series 48-Port GE (SFP),EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X4748-SFP-E++=,C4500,^Catalyst 4500 E-Series 48-Port GE (SFP),EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X6066-SLB-APC,CSM,^Catalyst 6000 Content Switching Module,EOL6964,http://www.cisco.com/en/US/prod/collateral/modules/ps2706/ps780/end_of_life_c51-577764.html,8/26/10,8/25/13,8/31/15
WS-X6148-FE-SFP,C6000,^Catalyst 6500 48 port 100Base-X module (require SFP),EOL8535,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol__C51-712778.html,1/31/14,1/31/17,1/31/19
WS-X6148-GE-TX,C6000,"^Catalyst 6500 48-port 10/100/1000 GE Mod., RJ-45",EOL6613,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51_509455.html,12/15/09,N/A,12/14/14
WS-X6182-2PA,7600,^FlexWAN Module for Cisco 7600 / Catalyst 6000,2931,http://www.cisco.com/en/US/products/hw/routers/ps368/prod_eol_notice0900aecd802e9c57.html,1/15/06,N/A,1/31/11
WS-X6324-100FX-MM,C6000,"^EOS:6/1/06 Cat 6500 24-port 100FX, Enh QoS, MT-RJ, MMF",3090,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd8039f961.html,6/15/06,N/A,6/30/11
WS-X6408A-GBIC,C6000,"^Catalyst 6000 8-port GE, Enhanced QoS (Req. GBICs)",EOL6528,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51_496000.html,5/18/09,N/A,5/31/14
WS-X6416-GBIC,C6000,^EOS: 01/15/06(PB 2970) C6500 16-port Gig-Eth Mod.(Req.GBICs),2970,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd802e87bb.html,1/13/06,N/A,1/31/11
WS-X6516-GBIC,C6000,EOS:01/15/06(PB 2970)C6500 16-port GigE Mod:Fabric-Enabled,2970,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd802e87bb.html,1/13/06,N/A,1/31/11
WS-X6524-100FX-MM,C6000,"Catalyst 6500 24-port 100FX, MT-RJ, fabric-enabled",EOL7770,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-698807.html,7/31/12,7/31/15,7/31/17
WS-X6548-GE-45AF,C6000,^^Cat6500 48-port PoE 802.3af & ePoE 10/100/1000 CEF256 card,EOL7770,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-698807.html,7/31/12,7/31/15,7/31/17
WS-X6548-GE-TX,C6000,Catalyst 6500 48-port fabric-enabled 10/100/1000 Module,EOL7770,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-698807.html,7/31/12,7/31/15,7/31/17
WS-X6704-10GE,C6000,^Cat6500 4-port 10 Gigabit Ethernet Module (req. XENPAKs),EOL9892,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,7/31/15,N/A,7/31/20
WS-X6708-10GE,C6000,^Cat6500 8 port 10 Gigabit Ethernet module (req. DFC and X2),EOL10550,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,4/30/16,N/A,4/30/21
WS-X6716-10GE,C6000,^Catalyst 6500 16 port 10 Gigabit Ethernet Base Module,EOL13583,,9/17/20,9/17/20,9/30/20
WS-X6724-SFP,C6000,^Catalyst 6500 24-port GigE Mod: fabric-enabled (Req. SFPs),EOL9892,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,7/31/15,N/A,7/31/20
WS-X6748-GE-TX,C6000,"^Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",EOL10550,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,4/30/16,N/A,4/30/21
WS-X6748-SFP,C6000,^Catalyst 6500 48-port GigE Mod: fabric-enabled (Req. SFPs),EOL10550,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,4/30/16,N/A,4/30/21
WS-X6816-10GE,C6000,^6816 10G baseboard,EOL10898,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-737192.html,4/30/17,4/29/20,4/30/22
WS-X6848-GE-TX,C6000,^48 PORT 1G COPPER BASEBOARD,EOL12516,,7/31/15,10/30/18,10/31/22
WS-X6848-SFP,C6000,^Catalyst 6500 48 Port 1G SFP Baseboard,EOL13583,,9/17/20,9/17/20,9/30/20
WS-X6908-10G,C6000,^Catalyst 6500 8 Port 10G Baseboard,EOL10550,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,4/30/16,N/A,4/30/21
WS-X6K-SUP1A-2GE,C6000,"^EOS: 03/25/05 (See PB #2595) 6500 SUP1A Eng,2GE,Enhanced QoS",2595,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd8017a5d1.html,3/25/05,N/A,3/31/10
X2-10GB-LR,X2,10GBASE-LR X2 Module,EOL13807,https://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-2358104.html,3/1/22,2/28/25,2/28/27
X2-10GB-LRM,X2,^10GBASE-LRM X2 Module,EOL10296,http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734241.html,10/25/15,N/A,10/31/20
X2-10GB-SR,X2,10GBASE-SR X2 Module,EOL13807,https://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-2358104.html,3/1/22,2/28/25,2/28/27
XENPAK-10GB-LR,XENPAK,^10GBASE-LR XENPAK Module,EOL5805,http://www.cisco.com/en/US/products/hw/modules/ps5455/prod_eol_notice0900aecd80665f79.html,12/13/07,N/A,12/31/12
XENPAK-10GB-LR+,XENPAK,^10GBASE-LR XENPAK Module with DOM support,EOL10232,http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,9/30/15,N/A,9/30/20
XENPAK-10GB-LRM,XENPAK,^10G Base LRM Xenpak,EOL10232,http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,9/30/15,N/A,9/30/20
XENPAK-10GB-SR,XENPAK,^10GBASE-SR XENPAK Module,EOL10232,http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-734289.html,9/30/15,N/A,9/30/20
XFP10GER-192IR-L,XFP,Low Power multirate XFP supporting 10GBASE-ER and OC-192 IR,N/A,N/A,N/A,N/A,N/A
XFP10GLR-192SR-L,XFP,Low Power multirate XFP supporting 10GBASE-LR and OC-192 SR,N/A,N/A,N/A,N/A,N/A
XFP-10GLR-OC192SR,XFP,^Multirate XFP module for 10GBASE-LR and OC192 SR-1,EOL10790,http://www.cisco.com/c/en/us/products/collateral/interfaces-modules/transceiver-modules/eos-eol-notice-c51-736656.html,1/31/17,N/A,1/31/22
XFP-10G-MM-SR,XFP,10GBASE-SR XFP Module,N/A,N/A,N/A,N/A,N/A
XFP-10GZR-OC192LR,XFP,10GBASE-ZR and OC192 LR2 XFP Module,N/A,N/A,N/A,N/A,N/A
