Product ID,ERP Product Family,Product Description,Product Bulletin ID,Product Bulletin URL,End of Sale Date,End of Security/Vulnerability ,Last Date of Support
WS-C3750G-24TS-E1U,C3750,^^^Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1RU,EOL8044,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-696372.html,1/30/13,1/30/16,1/31/18
WS-C3750G-24TS-S,C3750,^Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1.5RU,EOL6501,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51_489759.html,3/16/09,3/15/12,3/31/14
WS-C3750G-24TS-S1U,C3750,^^^Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1RU,EOL8044,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-696372.html,1/30/13,1/30/16,1/31/18
WS-C3750G-48PS-E,C3750,^^^Catalyst 3750 48 10/100/1000T PoE + 4 SFP + IPS Image,EOL8044,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-696372.html,1/30/13,1/30/16,1/31/18
WS-C3750G-48PS-S,C3750,^^^Catalyst 3750 48 10/100/1000T PoE + 4 SFP + IPB Image,EOL8044,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-696372.html,1/30/13,1/30/16,1/31/18
WS-C3750G-48TS-E,C3750,^^^Catalyst 3750 48 10/100/1000T + 4 SFP + IPS Image,EOL8044,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-696372.html,1/30/13,1/30/16,1/31/18
WS-C3750G-48TS-S,C3750,^^^Catalyst 3750 48 10/100/1000T + 4 SFP + IPB Image,EOL8044,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-696372.html,1/30/13,1/30/16,1/31/18
WS-C3750V2-24FS-S,C3750,^^^Catalyst 3750V2 24 100BASE-FX ports + 2 SFP Standard Image,EOL9452,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,5/14/16,5/13/19,5/31/21
WS-C3750V2-24PS-S,C3750,^^^Catalyst 3750V2 24 10/100 PoE + 2 SFP Standard Image,EOL9452,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,5/14/16,5/13/19,5/31/21
WS-C3750V2-24TS,C3750,^3750 V2 BPID,EOL13876,,4/29/21,4/29/21,4/30/21
WS-C3750V2-24TS-S,C3750,^^^Catalyst 3750V2 24 10/100 + 2 SFP Standard Image,EOL9452,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,5/14/16,5/13/19,5/31/21
WS-C3750V2-48PS-S,C3750,^^^Catalyst 3750V2 48 10/100 PoE + 4 SFP Standard Image,EOL9452,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,5/14/16,5/13/19,5/31/21
WS-C3750V2-48TS-E,C3750,^^^Catalyst 3750V2 48 10/100 + 4 SFP Enhanced Image,EOL9452,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,5/14/16,5/13/19,5/31/21
WS-C3750V2-48TS-S,C3750,^^^Catalyst 3750V2 48 10/100 + 4 SFP Standard Image,EOL9452,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3750-series-switches/eos-eol-notice-c51-730227.html,5/14/16,5/13/19,5/31/21
WS-C3750X-12S-E,3KAGG,^^Catalyst 3750X 12 Port GE SFP IP Services,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-12S-S,3KAGG,^^Catalyst 3750X 12 Port GE SFP IP Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-24P,C3750X,^3750X 24 Port PoE Base PID,EOL13876,,4/29/21,4/29/21,4/30/21
WS-C3750X-24P-E,C3750X,^^^^Catalyst 3750X 24 Port PoE IP Services,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-24P-S,C3750X,^^^^Catalyst 3750X 24 Port PoE IP Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-24S-E,3KAGG,^^Catalyst 3750X 24 Port GE SFP IP Services,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-24S-S,3KAGG,^^Catalyst 3750X 24 Port GE SFP IP Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-24T-L,C3750X,^^^^Catalyst 3750X 24 Port Data LAN Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-24T-S,C3750X,^^^^Catalyst 3750X 24 Port Data IP Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-48P,C3750X,^3750X 48 Port PoE Base PID,EOL13876,,4/29/21,4/29/21,4/30/21
WS-C3750X-48P-E,C3750X,^^^^Catalyst 3750X 48 Port PoE IP Services,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-48P-L,C3750X,^^^^Catalyst 3750X 48 Port PoE LAN Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-48P-S,C3750X,^^^^Catalyst 3750X 48 Port PoE IP Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3750X-48T-S,C3750X,^^^^Catalyst 3750X 48 Port Data IP Base,EOL10623,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3560-x-series-switches/eos-eol-notice-c51-736139.html,10/30/16,10/30/19,10/31/21
WS-C3850-12S,3KAGG,Cisco Catalyst 3850 12 Port 1G Fiber Switch,N/A,N/A,N/A,N/A,N/A
WS-C3850-12S-E,3KAGG,Cisco Catalyst 3850 12 Port GE SFP IP Services,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-12S-S,3KAGG,Cisco Catalyst 3850 12 Port GE SFP IP Base,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-12XS,3KAGG,Cisco Catalyst 3850 12 Port  10G Fiber Switch,N/A,N/A,N/A,N/A,N/A
WS-C3850-12XS-E,3KAGG,Cisco Catalyst 3850 12 Port 10G Fiber Switch IP Services,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-12XS-S,3KAGG,Cisco Catalyst 3850 12 Port 10G Fiber Switch IP Base,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-24P-E,C3850,^^Cisco Catalyst 3850 24 Port PoE IP Services,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-24P-S,C3850,^^Cisco Catalyst 3850 24 Port PoE IP Base,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-24S,3KAGG,Cisco Catalyst 3850 24 Port 1G Fiber Switch,N/A,N/A,N/A,N/A,N/A
WS-C3850-24S-E,3KAGG,Cisco Catalyst 3850 24 Port GE SFP IP Services,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-24S-S,3KAGG,Cisco Catalyst 3850 24 Port GE SFP IP Base,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-24T,C3850,^Cisco Catalyst 3850 24 Port Data,EOL11445,,6/4/14,N/A,6/30/14
WS-C3850-24T-E,C3850,^^Cisco Catalyst 3850 24 Port Data IP Services,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-24T-S,C3850,^^Cisco Catalyst 3850 24 Port Data IP Base,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-24XS,3KAGG,Cisco Catalyst 3850 24 Port 10G Fiber Switch,N/A,N/A,N/A,N/A,N/A
WS-C3850-24XS-E,3KAGG,Cisco Catalyst 3850 24 Port 10G Fiber Switch IP Services,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-24XS-S,3KAGG,Cisco Catalyst 3850 24 Port 10G Fiber Switch IP Base,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C3850-48P-S,C3850,^^Cisco Catalyst 3850 48 Port PoE IP Base,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-48T-E,C3850,^^Cisco Catalyst 3850 48 Port Data IP Services,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-48T-L,C3850,^^Cisco Catalyst 3850 48 Port Data LAN Base,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-48T-S,C3850,^^Cisco Catalyst 3850 48 Port Data IP Base,EOL13188,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-743072.html,10/30/20,10/31/25,10/31/25
WS-C3850-48XS-E,3KAGG,Cisco Catalyst 3850 48 Port 10G Fiber Switch IP Services,EOL13873,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-3850-series-switches/eos-eol-notice-c51-2438804.html,4/30/22,4/30/27,4/30/27
WS-C4503-E,C4500,"^^Cat4500 E-Series 3-Slot Chassis, fan, no ps",EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-C4506,C4500,"^Catalyst 4500 Chassis (6-Slot),fan, no p/s",EOL6869,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574042.html,7/31/10,N/A,7/31/15
WS-C4506-E,C4500,"^^Cat4500 E-Series 6-Slot Chassis, fan, no ps",EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-C4507R,C4500,"^Catalyst 4500 Chassis (7-Slot),fan, no p/s, Red Sup Capable",EOL6869,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574042.html,7/31/10,N/A,7/31/15
WS-C4507R+E,C4500,"^^Catalyst4500E 7 slot chassis for 48Gbps/slot, fan, no ps",EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-C4507R-E,C4500,"^^Cat4500 E-Series 7-Slot Chassis, fan, no ps, Red Sup Capable",EOL8168,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51-706059.html,4/16/13,N/A,4/30/18
WS-C4510R,C4500,"^Catalyst 4500 Chassis (10-Slot),fan, no p/s,Red Sup Capable",EOL6869,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574042.html,7/31/10,N/A,7/31/15
WS-C4948,C4KTOR,"^Catalyst 4948, optnl sw, 48-Port 10/100/1000+4 SFP, no p/s",EOL8529,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps6021/eol_C51-712223.html,8/1/13,7/31/16,7/31/18
WS-C6506-E,C6000,"^^Catalyst 6500 Enhanced 6-slot chassis,12RU,no PS,no Fan Tray",EOL13211,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-743096.html,10/30/20,10/31/25,10/31/25
WS-C6509,C6000,"^Cat 6509 Chassis, 9slot, 15RU, No Pow Supply, No Fan Tray",3037,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd8035ece4.html,11/1/06,N/A,11/30/12
WS-C6509-E,C6000,"^^Catalyst 6500 Enhanced 9-slot chassis,14RU,no PS,no Fan Tray",EOL13211,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-743096.html,10/30/20,10/31/25,10/31/25
WS-C6509-V-E,C6000,"^^Catalyst 6500 Enhanced 9-slot Chassis (Vertical), No PS, Fan",EOL13211,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-743096.html,10/30/20,10/31/25,10/31/25
WS-C6513,C6000,"Catalyst 6500 13-slot chassis,20RU,no PS,no Fan Tray",EOL8193,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol__C51-699410.html,8/4/12,8/4/15,8/31/17
WS-C6513-E,C6000,"^^Enh C6513 Chassis, 13slot, 19RU, No Pow Supply, No Fan Tray",EOL13211,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-743096.html,10/30/20,10/31/25,10/31/25
WS-C6513-E-CL,C6000,^6513-E Clock Module,EOL11452,,6/21/11,6/21/11,6/30/11
WS-C6K-CL=,C6000,"^Catalyst 6000 Clock Module, Spare",EOL9892,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,7/31/15,N/A,7/31/20
WS-C6K-VTT=,C6000,"^Catalyst 6000 VTT Module, Spare",EOL9892,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-733297.html,7/31/15,N/A,7/31/20
WS-C6K-VTT-E,C6000,^Catalyst 6500 series VTT Modules,EOL13511,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-744096.html,10/30/20,N/A,10/31/25
WS-CBS3110X-S-I,OS,"^Cisco Catalyst Switch Module 3110X for IBM BladeCenter, IPB",EOL10149,http://www.cisco.com/c/en/us/products/collateral/switches/blade-switches-hp/eos-eol-notice-c51-733650.html,7/24/15,N/A,7/31/20
WS-CBS3120X-S,OS,^^^Cisco Catalyst Blade Switch 3120X for HP w/ IP Base,EOL10150,http://www.cisco.com/c/en/us/products/collateral/switches/blade-switches-hp/eos-eol-notice-c51-733651.html,7/24/15,N/A,7/31/20
WS-CBS3130G-S,OS,"^Cisco Catalyst Blade Switch 3130G for Dell M1000E, IPB",EOL10152,http://www.cisco.com/c/en/us/products/collateral/switches/blade-switches-dell/eos-eol-notice-c51-733652.html,7/24/15,N/A,7/31/20
WS-CBS3130X-S,OS,"^Cisco Catalyst Blade Switch 3130X for Dell M1000E, IPB",EOL10152,http://www.cisco.com/c/en/us/products/collateral/switches/blade-switches-dell/eos-eol-notice-c51-733652.html,7/24/15,N/A,7/31/20
WS-F6020A=,C6000,"^Catalyst 6000 L2 Switching Feature Card II, Spare",2595,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd8017a5d1.html,3/25/05,N/A,3/31/10
WS-F6700-CFC,C6000,^Catalyst 6500 Central Fwd Card for WS-X67xx modules,EOL10550,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,4/30/16,N/A,4/30/21
WS-F6700-DFC3A,C6000,^Catalyst 6500 Dist Fwd Card for WS-X67xx modules,EOL6317,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-500212.html,12/18/09,12/17/12,12/31/14
WS-F6700-DFC3B,C6000,"^Catalyst 6500 Dist Fwd Card, 256K Routes for WS-X67xx",EOL9356,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/end_of_life_notice_c51-729149.html,1/30/14,1/29/17,1/31/19
WS-F6700-DFC3C,C6000,^Catalyst 6500 Dist Fwd Card for WS-X67xx modules,EOL10550,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-735926.html,4/30/16,N/A,4/30/21
WS-F6K-48-AF,C6000,^^^Cat 6500 802.3af daughter card 48port FE/GE modules,EOL7770,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-698807.html,7/31/12,7/31/15,7/31/17
WS-F6K-DFC3A,C6000,"^Dist Fwd Card-3A for 65xx, 6816 Modules used with SUP720",EOL5755,http://www.cisco.com/en/US/products/hw/switches/ps708/prod_eol_notice0900aecd806d9953.html,3/30/08,N/A,3/31/13
WS-F6K-DFC4-A,C6000,^Cat 6k 80G Sys Daughter Board  DFC4A for ABA Cards,EOL13511,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-744096.html,10/30/20,N/A,10/31/25
WS-F6K-DFC4-E,C6000,^Cat 6k 80G Sys Daughter Board  DFC4E,EOL10898,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-6500-series-switches/eos-eol-notice-c51-737192.html,4/30/17,4/29/20,4/30/22
WS-F6K-PFC3A,C6000,Catalyst 6500 Policy Feature Card -3A (PFC3A) for Sup720,EOL11452,,6/21/11,6/21/11,6/30/11
WS-F6K-PFC3B,C6000,^Catalyst 6500 Sup720 Policy Feature Card-3B,EOL9356,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/end_of_life_notice_c51-729149.html,1/30/14,1/29/17,1/31/19
WS-SUP720,C6000,^Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3A,EOL6317,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-500212.html,12/18/09,12/17/12,12/31/14
WS-SUP720-3B,C6000,^Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3B,EOL8147,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-697975.html,1/30/13,1/30/16,1/31/18
WS-SUP720-3BXL,C6000,^Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3BXL,EOL8147,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-697975.html,1/30/13,1/30/16,1/31/18
WS-SVC-N/AM-2,EMBUN/AM,^Catalyst 6500 Network Analysis Module-2,EOL6522,http://www.cisco.com/en/US/prod/collateral/modules/ps2706/end_of_life_notice_c51-493136.html,7/20/09,N/A,7/31/14
WS-X4013+,C4500,"^Catalyst 4500 Supervisor II-Plus (IOS), 2GE,Console(RJ-45)",EOL6853,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574542.html,7/31/10,N/A,7/31/15
WS-X4013+10GE,C4500,"^Catalyst 4500 Sup II+10GE, 2x10GE (X2) and 4x1GE (SFP)",EOL6853,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574542.html,7/31/10,N/A,7/31/15
WS-X4124-FX-MT,C4500,"^Catalyst 4500 FE Switching Module, 24- 100FX (MTRJ)",EOL6879,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574038.html,7/31/10,N/A,7/31/15
WS-X4148-FX-MT,C4500,"^Catalyst 4500 FE Switching Module, 48-100FX MMF(MTRJ)",EOL10936,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,4/30/17,N/A,4/30/22
WS-X4148-RJ,C4500,"^Catalyst 4500 10/100 Auto Module,  48-Ports (RJ-45)",EOL9420,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eos-eol-notice-c51-730030.html,4/28/14,4/27/17,4/30/19
WS-X4248-FE-SFP,C4500,^Catalyst 4500 48-Port 100BASE-X (SFPs Optional),EOL10936,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,4/30/17,N/A,4/30/22
WS-X4248-RJ45V,C4500,"^Catalyst 4500 PoE 802.3af 10/100, 48-Ports (RJ45)",EOL9424,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eos-eol-notice-c51-730045.html,4/28/14,4/27/17,4/30/19
WS-X4306-GB,C4500,"^Catalyst 4500 Gigabit Ethernet Module, 6-Ports (GBIC)",EOL8969,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol__C51-726362.html,7/28/13,7/27/16,7/31/18
WS-X4418-GB,C4500,"^Catalyst 4500 GE Module, Server Switching 18-Ports (GBIC)",EOL7380,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51-658769.html,11/8/11,N/A,11/30/16
WS-X4424-GB-RJ45,C4500,^Catalyst 4500 24-port 10/100/1000 Module (RJ45),EOL6879,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574038.html,7/31/10,N/A,7/31/15
WS-X4448-GB-RJ45,C4500,Catalyst 4500 48-Port 10/100/1000 Module (RJ45),EOL6252,http://www.cisco.com/en/US/products/hw/switches/ps4324/prod_eol_notice0900aecd80701579.html,5/12/08,N/A,5/31/13
WS-X4448-GB-SFP,C4500,^Catalyst 4500 48-Port 1000Base-X (SFPs Optional),EOL9425,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eos-eol-notice-c51-730031.html,4/28/14,4/27/17,4/30/19
WS-X4515,C4500,"^Catalyst 4500 Supervisor IV (2 GE),Console(RJ-45)",EOL6853,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574542.html,7/31/10,N/A,7/31/15
WS-X4516,C4500,"^Catalyst 4500 Supervisor V (2 GE),Console(RJ-45)",EOL6853,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574542.html,7/31/10,N/A,7/31/15
WS-X4516-10GE,C4500,"^Catalyst 4500 Supervisor V-10GE, 2x10GE (X2) and 4x1GE (SFP)",EOL8162,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51-706250.html,10/19/12,10/19/15,10/31/17
WS-X4548-GB-RJ45,C4500,Catalyst 4500 Enhanced 48-Port 10/100/1000 Base-T (RJ-45),EOL8162,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51-706250.html,10/19/12,10/19/15,10/31/17
WS-X4548-GB-RJ45V,C4500,"^Catalyst 4500 PoE 802.3af 10/100/1000, 48-Ports (RJ45)",EOL8162,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51-706250.html,10/19/12,10/19/15,10/31/17
WS-X4590=,C4500,^Catalyst 4507R/4510R Fabric Redundancy Module,EOL6869,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_574042.html,7/31/10,N/A,7/31/15
WS-X4590-E=,C4500,^^Catalyst 4507R-E/4510R-E Fabric Redundancy Module,EOL8710,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_C51-715893.html,3/1/13,N/A,2/28/18
WS-X4590-EX=,C4500,^Catalyst 4507R-E/4510R-E Enhanced Fabric Redundancy Module,EOL13699,,10/30/20,10/30/23,10/31/25
WS-X45-SUP6-E,C4500,"^Catalyst 4500 E-Series Sup 6-E, 2x10GE(X2) w/ Twin Gig",EOL8975,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol__C51-726869.html,3/1/14,2/28/17,2/28/19
WS-X45-SUP7-E,C4500,"^Catalyst 4500 E-Series Supervisor, 848Gbps",EOL11264,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-738118.html,10/31/17,10/30/20,10/31/22
WS-X45-SUP8-E,C4500,^Catalyst 4500 E-Series Supervisor 8-E,EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X4612-SFP-E,C4500,^Catalyst 4500 E-Series 12-Port GE (SFP),EOL10936,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,4/30/17,N/A,4/30/22
WS-X4624-SFP-E,C4500,^Catalyst 4500 E-Series 24-Port GE (SFP),EOL10936,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,4/30/17,N/A,4/30/22
WS-X4640-CSFP-E,C4500,^Catalyst 4500 40 SFP/80 C-SFP ports 1000BaseX(SFPs Optional),EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X4648-RJ45-E,C4500,^Catalyst 4500 E-Series 48-Port 10/100/1000 (RJ45),EOL10936,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,4/30/17,N/A,4/30/22
WS-X4648-RJ45V+E,C4500,^Catalyst 4500 E-Series 48-Port PoE+ Ready 10/100/1000(RJ45),EOL10936,http://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-737185.html,4/30/17,N/A,4/30/22
WS-X4712-SFP+E,C4500,^Catalyst 4500 E-Series 12-Port 10GbE (SFP+),EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X4724-SFP-E,C4500,^Catalyst 4500 E-Series 24-Port GE (SFP),EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
WS-X4748-RJ45-E,C4500,^Catalyst 4500 E-Series 48-Port 10/100/1000 Non-Blocking,EOL13217,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-4500-series-switches/eos-eol-notice-c51-743088.html,10/30/20,10/31/25,10/31/25
